permno date
77279 2014-04-23
13316 2014-03-31
80560 2005-12-22
27756 2015-11-20
76797 2004-01-23
77798 2012-01-20
46922 2016-12-19
14167 2016-01-04
81912 2015-07-22
90283 2006-11-07
91514 2017-10-25
83162 2005-08-09
80369 2006-11-10
90901 2007-09-28
75228 2005-10-11
91514 2012-08-08
12789 2012-07-12
83317 2004-08-31
88635 2016-10-21
80560 2011-04-13
90494 2018-08-08
80679 2005-06-14
78956 2005-03-28
92183 2014-08-05
90494 2018-07-19
89797 2005-04-20
89431 2005-06-13
16398 2018-06-28
10507 2004-06-02
91667 2007-09-24
13644 2015-07-01
88635 2005-01-19
88539 2006-02-13
83317 2006-04-04
80560 2011-04-14
80121 2004-07-20
50606 2014-11-03
83162 2005-05-12
11481 2014-03-14
16268 2018-06-19
86725 2005-06-13
84075 2006-02-08
84036 2004-05-05
12742 2013-06-13
84122 2006-04-25
52919 2008-07-25
14719 2015-05-06
14004 2014-06-30
76653 2004-10-21
83162 2005-08-24
16657 2018-02-01
82535 2005-02-11
10108 2005-05-27
90947 2007-02-27
87585 2005-05-03
88635 2011-04-27
12742 2015-06-03
92497 2015-06-08
76371 2007-09-12
86786 2007-11-27
11481 2016-08-08
10507 2010-08-12
89431 2009-07-01
87089 2007-07-24
13644 2014-03-07
87585 2005-03-30
54827 2007-10-18
89431 2005-02-24
77517 2005-08-09
92192 2009-06-19
87585 2005-02-08
16278 2018-12-13
92216 2008-09-08
16398 2017-12-04
90699 2006-05-11
90911 2007-11-29
10078 2007-11-08
54181 2006-06-13
86725 2010-10-15
50606 2015-07-21
90222 2007-07-09
90699 2006-02-10
93124 2012-02-13
54181 2010-03-08
83162 2005-08-02
50606 2015-06-17
82549 2004-04-29
80000 2006-11-07
78956 2005-09-27
76695 2010-10-26
92324 2008-08-11
54827 2008-10-31
77798 2011-05-05
12063 2007-08-07
84639 2004-08-09
12356 2016-05-02
14719 2015-06-11
37807 2016-09-27
78956 2004-03-17
89431 2008-08-05
81661 2005-08-11
16587 2018-03-29
16398 2018-02-14
90323 2012-01-20
90802 2007-08-08
12169 2008-02-21
87585 2004-10-07
78867 2005-08-03
91514 2012-06-05
92806 2010-07-07
91514 2010-08-16
93323 2010-09-13
16966 2019-07-02
88748 2004-04-20
83456 2004-03-22
87637 2011-04-14
83650 2005-04-01
12789 2012-07-13
90861 2006-08-09
91514 2016-02-29
80369 2006-04-17
90222 2006-11-09
92806 2010-08-12
85077 2019-07-22
12347 2015-01-09
92317 2010-11-18
78963 2016-05-26
75581 2006-11-21
86786 2007-08-24
12356 2014-10-28
12169 2005-02-22
14167 2016-05-06
17046 2019-05-07
77662 2005-04-26
91514 2011-02-15
90699 2011-07-07
86786 2006-10-26
71686 2004-05-19
51457 2012-02-28
81661 2007-01-22
80560 2010-11-17
54181 2005-07-06
27756 2011-02-22
46922 2015-10-27
13644 2014-06-05
86245 2006-07-25
79121 2008-03-07
91514 2017-04-19
13627 2016-01-11
62834 2006-05-31
77339 2004-01-29
88539 2006-06-02
87513 2004-08-06
12169 2006-10-24
92018 2009-08-21
84808 2014-07-21
16278 2018-05-17
13627 2013-03-11
91380 2005-12-13
80679 2005-10-27
80679 2010-05-05
83317 2005-11-15
37807 2007-03-21
91514 2013-10-22
10163 2007-03-08
76371 2007-12-13
78963 2013-08-28
12169 2005-04-19
77517 2004-10-27
14004 2015-08-13
84808 2014-06-02
92497 2016-03-21
10507 2010-08-27
10163 2005-10-03
15003 2019-06-24
58608 2006-05-04
92183 2014-02-03
14695 2017-09-01
11481 2014-05-05
87606 2006-07-19
89276 2005-04-27
91401 2007-02-15
81098 2005-06-06
13932 2016-03-21
76695 2017-07-11
43617 2016-04-15
92183 2014-07-17
91756 2007-11-02
77433 2005-04-20
91364 2008-02-20
12307 2018-06-29
12402 2018-06-22
77798 2010-05-05
91661 2007-11-26
15485 2016-09-22
72696 2007-04-26
93124 2012-10-24
82643 2012-09-28
80165 2007-12-04
80679 2012-09-24
92216 2008-08-19
85431 2005-01-11
10108 2005-04-21
72696 2014-05-07
13316 2012-05-07
15024 2015-08-10
88498 2005-01-03
76340 2005-08-15
78867 2005-06-20
78963 2015-10-27
10507 2014-09-19
91364 2007-02-28
79121 2005-08-02
82831 2015-05-05
91514 2018-10-17
83929 2010-02-10
10078 2009-09-03
14004 2014-12-29
77798 2010-11-11
78071 2011-07-13
80997 2005-06-13
93141 2012-05-29
18141 2019-03-04
92018 2008-04-28
76908 2014-07-16
46922 2016-06-22
17883 2019-07-17
52919 2008-07-14
58608 2004-08-23
78963 2016-08-30
77006 2005-05-02
92330 2010-12-15
75228 2005-09-19
89607 2005-05-18
86725 2007-12-10
83161 2007-04-12
91364 2007-11-27
91514 2011-02-10
92216 2008-06-24
11481 2011-04-18
23085 2018-01-02
76129 2009-11-11
10909 2012-05-18
78818 2005-11-30
11481 2018-11-16
88539 2004-07-15
16268 2018-11-27
14426 2017-12-14
11216 2004-01-28
77880 2004-09-24
91514 2016-01-27
89431 2005-10-03
89483 2005-10-17
89431 2006-08-10
91514 2017-07-19
12347 2011-03-04
13909 2014-09-15
93188 2018-05-14
91380 2005-05-20
16278 2018-10-30
14834 2016-09-12
50606 2015-11-30
92497 2012-03-20
92558 2010-04-13
92935 2010-03-08
80165 2012-05-01
12169 2005-08-19
75228 2005-03-09
14004 2014-09-22
52919 2008-07-07
13250 2013-05-17
18247 2019-06-18
54181 2005-01-27
14423 2018-01-16
80560 2013-12-20
14005 2016-01-26
92558 2011-06-07
13316 2017-06-02
13292 2014-02-10
89289 2015-08-04
92424 2010-09-02
62500 2004-02-25
12356 2014-08-11
17859 2019-01-08
89431 2009-02-12
50606 2016-05-23
91401 2006-12-15
84104 2007-01-26
92018 2009-02-10
50606 2016-03-15
12347 2011-12-05
62834 2006-03-14
82643 2014-05-08
91514 2019-05-20
82643 2012-07-12
91675 2010-06-08
92558 2010-11-03
90494 2018-05-11
15428 2016-02-23
81661 2004-10-26
89431 2006-09-13
90413 2005-01-31
50606 2015-07-30
13909 2013-09-30
80185 2019-06-28
12356 2012-06-29
36469 2008-04-14
80121 2005-10-19
91380 2004-07-22
86725 2009-11-09
17139 2018-06-19
14695 2014-08-14
76908 2018-08-07
18150 2019-03-18
84546 2012-08-09
72232 2008-03-31
13627 2015-11-12
10984 2004-09-17
14433 2015-03-23
16398 2018-09-21
93188 2018-10-12
10108 2004-02-12
13222 2012-07-31
82535 2005-06-22
84243 2004-05-18
91514 2012-03-09
12440 2015-01-30
37807 2009-02-25
90699 2011-07-08
90901 2007-06-04
91364 2006-07-13
61065 2005-04-06
81290 2004-11-03
84808 2015-12-22
75077 2006-09-25
84075 2004-04-27
90616 2006-06-14
84075 2004-12-20
93038 2010-02-08
78963 2017-04-27
89289 2014-05-13
52919 2008-09-15
10909 2014-09-18
79121 2007-03-27
88635 2013-12-18
88423 2007-05-31
77517 2007-07-02
86307 2004-07-22
90616 2006-06-19
83875 2010-11-15
11415 2008-07-17
84808 2015-07-22
90331 2006-07-20
10507 2006-08-02
77163 2009-01-08
62500 2004-03-05
78956 2004-04-08
50606 2015-11-03
78818 2005-08-08
12742 2014-08-13
89306 2004-10-01
12169 2007-12-20
84599 2004-05-27
23085 2015-10-29
84104 2006-12-13
92317 2008-03-07
91514 2011-04-15
80730 2006-10-11
14004 2015-04-29
81912 2018-07-18
62834 2006-03-07
13627 2013-08-21
14004 2014-11-03
14426 2016-04-14
79121 2006-09-29
89306 2004-08-04
89431 2005-02-04
89431 2010-09-29
14719 2014-08-26
88308 2004-02-02
89742 2004-03-18
87585 2006-01-12
14004 2015-03-18
92324 2008-08-15
92558 2008-10-27
58608 2006-02-27
54181 2008-06-10
83162 2004-02-24
87254 2005-05-03
91514 2018-05-21
83967 2004-10-13
10163 2007-01-08
72128 2009-11-30
80679 2006-01-30
75857 2004-08-16
81290 2005-02-28
14426 2018-12-31
54827 2011-04-25
91380 2004-07-13
91380 2005-01-27
89797 2006-08-28
82535 2005-11-08
91675 2010-11-18
16279 2018-10-08
91514 2017-05-22
77659 2012-05-08
71686 2004-10-20
84639 2006-10-24
84605 2004-10-20
76371 2009-10-15
80997 2005-10-31
83162 2005-11-01
11481 2009-01-21
11481 2011-03-14
91954 2014-11-10
89431 2006-07-05
16282 2017-05-31
84605 2004-01-26
14017 2015-11-17
11481 2016-12-30
87585 2005-11-07
12637 2013-09-26
80679 2008-03-05
90323 2010-06-07
15003 2017-03-01
14695 2015-06-08
50032 2004-07-08
78963 2014-02-27
12789 2014-03-05
12169 2006-07-31
48960 2005-08-29
89431 2005-11-09
91514 2016-07-20
92216 2008-09-22
37807 2007-08-21
12637 2013-03-13
77659 2018-04-03
27756 2011-04-26
84442 2004-09-22
12398 2011-05-09
76371 2004-04-13
78083 2004-10-08
16278 2017-05-18
83929 2010-01-25
91514 2019-04-24
37807 2016-06-16
92445 2008-09-16
52919 2008-06-11
77007 2011-04-05
77659 2019-06-17
90996 2007-05-23
62500 2007-01-30
11481 2017-05-24
14695 2015-01-26
88635 2007-03-21
11481 2013-06-19
12356 2011-08-17
85948 2004-01-22
92497 2014-03-17
12456 2011-05-09
89607 2004-10-15
62500 2007-07-09
62834 2005-06-02
75077 2005-11-02
92197 2009-11-09
84639 2004-07-07
75228 2005-02-02
89260 2005-01-07
84036 2006-01-30
84605 2004-09-29
15176 2016-05-20
81098 2004-03-01
16279 2017-03-21
92558 2010-06-10
86725 2008-11-11
91370 2010-04-27
87795 2004-04-20
88498 2005-07-21
11481 2015-02-03
71686 2004-01-21
86725 2010-07-06
84036 2004-01-05
14447 2014-09-29
77257 2006-01-23
82831 2017-03-30
89431 2005-03-17
92317 2010-10-28
92020 2015-02-02
84808 2014-07-22
12169 2007-11-12
12742 2016-06-09
78956 2005-09-08
14004 2014-06-12
11481 2018-06-05
80560 2012-06-29
53129 2004-05-17
16278 2017-11-17
92183 2010-11-01
10078 2007-08-01
10119 2007-05-14
86725 2010-05-28
46922 2015-03-18
52469 2004-04-29
78818 2006-05-04
90802 2007-09-05
13627 2015-11-06
82643 2016-03-24
70659 2005-04-14
10119 2006-07-26
91364 2006-10-16
89742 2004-02-17
77163 2009-10-13
87043 2017-11-15
92183 2014-04-15
16279 2019-06-17
12169 2006-09-13
12356 2011-12-07
90802 2007-07-20
27756 2011-05-10
14426 2015-05-18
84075 2005-10-12
85933 2004-06-30
92018 2009-07-30
92424 2010-08-26
92497 2015-06-10
12903 2012-06-18
80000 2006-08-11
13227 2013-04-29
27756 2013-04-19
16654 2018-05-11
43617 2005-06-20
81290 2005-03-22
90861 2007-08-08
93141 2013-10-10
10909 2014-05-23
15359 2019-03-15
83161 2007-05-24
14005 2016-04-28
77880 2004-09-09
89431 2007-12-03
92938 2010-12-20
84036 2006-03-08
84599 2004-06-01
12485 2011-02-28
72696 2016-05-25
17035 2018-04-03
11481 2007-10-22
80679 2011-11-02
77433 2006-08-24
52919 2008-07-31
10163 2006-01-30
12169 2005-04-15
76898 2006-12-12
14004 2014-06-19
89289 2016-03-08
16149 2016-11-28
83456 2005-02-23
90699 2011-06-27
93323 2013-03-11
12575 2014-05-19
93124 2012-05-15
93124 2012-12-10
12358 2019-01-30
88498 2007-01-08
77433 2005-07-20
83162 2006-02-14
16597 2019-04-04
87043 2017-11-06
10507 2004-10-25
14004 2014-12-31
78867 2004-02-03
91514 2011-12-08
77279 2009-08-10
14099 2014-09-02
75228 2005-11-23
87254 2005-03-29
93124 2012-08-17
87089 2007-12-06
65083 2005-10-13
14506 2014-11-10
77052 2004-09-15
87795 2004-08-19
93038 2010-05-17
87489 2004-01-23
16657 2019-06-20
23085 2014-09-29
91401 2007-05-24
13644 2015-06-02
80560 2013-03-18
16268 2019-06-04
83581 2005-03-09
88342 2004-06-15
13909 2016-05-17
85816 2004-11-01
58608 2006-08-23
89431 2006-08-14
12742 2014-06-10
88498 2006-09-25
90699 2011-05-23
80185 2014-06-11
10507 2009-03-23
92483 2008-07-21
12881 2011-08-26
88377 2007-03-29
14004 2014-06-18
14719 2019-06-25
12789 2015-04-21
84036 2005-06-28
80025 2004-06-16
87637 2007-10-16
89289 2014-05-23
81728 2005-10-31
91661 2007-10-31
14004 2014-08-06
84104 2005-07-12
14004 2014-09-29
88498 2005-04-26
80185 2015-07-30
88635 2013-03-27
80560 2013-05-07
12063 2007-05-10
83162 2005-05-04
14164 2014-02-19
50606 2015-01-26
12307 2018-08-17
16278 2018-01-18
87585 2005-12-12
77279 2015-07-06
13292 2015-01-09
92099 2007-08-10
81661 2006-06-22
10507 2005-02-02
41487 2005-01-31
12347 2011-07-20
91370 2010-04-19
77007 2014-01-14
86567 2004-01-21
12347 2012-03-28
90222 2007-06-18
87412 2005-04-06
12637 2013-05-22
84104 2007-04-26
27756 2010-06-16
88498 2005-01-06
12402 2011-03-08
86245 2005-04-19
54827 2008-01-25
13367 2014-10-06
16657 2018-06-27
86917 2004-05-04
87412 2005-01-27
12169 2004-04-05
77433 2007-02-12
77106 2005-03-14
80369 2006-04-25
77279 2014-10-22
11481 2019-02-11
92197 2009-12-07
14426 2018-10-22
27756 2015-02-18
46922 2016-02-04
10909 2013-12-12
16654 2018-02-07
12063 2007-03-15
12789 2013-10-01
15003 2019-03-19
14004 2014-08-29
14290 2015-02-23
92497 2016-09-06
52919 2008-06-30
93141 2013-06-07
77006 2008-12-22
13644 2015-02-10
14834 2016-09-06
27748 2007-05-08
76797 2004-04-27
72128 2011-04-04
89289 2016-02-18
10119 2005-04-20
14004 2014-12-18
92317 2008-04-17
12575 2018-09-11
84599 2004-09-15
80185 2016-09-06
54827 2013-09-16
76366 2006-10-10
89289 2016-03-03
80679 2010-05-27
17042 2018-06-08
54181 2006-06-06
12575 2011-07-14
84599 2004-08-13
89431 2007-06-13
50032 2005-09-02
52919 2008-08-08
12789 2014-08-21
77659 2012-12-19
27756 2016-04-28
86725 2009-12-16
17859 2019-05-28
77279 2017-11-29
90996 2007-06-15
16966 2018-05-18
13869 2014-05-22
92497 2015-04-22
12169 2008-11-14
12347 2013-04-26
14834 2016-06-16
90613 2005-08-24
83161 2006-05-22
83929 2009-11-03
77006 2005-03-23
78956 2005-01-05
84599 2004-12-09
90861 2006-05-15
15176 2016-02-19
90911 2006-07-07
14426 2014-06-18
80679 2007-05-03
89431 2008-08-21
36469 2007-11-08
13932 2014-06-12
10163 2007-05-08
78083 2004-10-22
10909 2013-12-10
14004 2015-08-19
10909 2019-05-06
92330 2010-02-03
89306 2004-04-30
10119 2004-11-29
78963 2016-02-25
11481 2009-12-07
83162 2006-03-09
87585 2005-08-09
46922 2015-10-28
10507 2008-09-30
12789 2011-07-05
75228 2005-02-07
84808 2014-12-02
92018 2011-01-19
83622 2018-01-29
92935 2010-03-10
80549 2004-03-16
12347 2014-08-11
77659 2013-06-28
83416 2004-02-19
12347 2013-06-26
50606 2014-07-31
77006 2009-05-07
91380 2004-10-26
92192 2009-12-17
75077 2004-04-28
84808 2015-12-07
92497 2015-02-10
14423 2019-03-05
91514 2018-01-24
27748 2006-05-16
28484 2016-03-01
62500 2007-05-14
91036 2007-07-09
12575 2014-06-16
16654 2019-03-29
12356 2015-11-09
14433 2015-04-27
18150 2019-02-06
11415 2008-10-27
17673 2019-06-13
54181 2010-04-27
88498 2006-07-05
89956 2007-11-06
16654 2017-11-13
83808 2008-01-07
27756 2010-07-07
10119 2005-02-09
37807 2016-02-24
37807 2016-10-28
76371 2005-05-06
89276 2005-01-03
80165 2011-02-01
92330 2010-04-12
92558 2010-03-22
88377 2007-03-01
75228 2005-12-30
77257 2004-09-14
52919 2008-08-01
91675 2008-03-24
83828 2004-05-27
92497 2013-01-31
12347 2016-01-07
54827 2013-11-15
88682 2004-05-03
92497 2013-05-28
33603 2006-03-30
91380 2004-01-28
91675 2011-04-21
65083 2005-02-17
76653 2005-02-10
11481 2015-11-06
50032 2006-05-18
90911 2005-11-14
12347 2014-11-05
12063 2007-05-16
17046 2019-07-10
90699 2005-10-26
92018 2010-04-19
12063 2007-04-12
80121 2006-01-09
10909 2013-05-24
80560 2011-01-31
83161 2006-12-19
14697 2015-06-25
16614 2017-12-05
53129 2004-04-16
90802 2006-06-08
90861 2006-03-27
58608 2005-07-11
15359 2018-09-05
13367 2013-01-08
91514 2018-03-01
37807 2017-03-20
72696 2007-09-14
91961 2007-07-12
52919 2008-06-26
80560 2013-02-12
54181 2009-12-15
91675 2011-05-09
14017 2014-06-09
16278 2018-09-28
17859 2019-01-07
87585 2005-05-04
46922 2015-12-10
90413 2005-12-22
93141 2011-04-21
77798 2011-02-07
76695 2017-05-22
77880 2004-09-22
78963 2014-06-26
84546 2012-11-02
93188 2018-08-13
16073 2018-05-24
14004 2014-10-22
11481 2019-04-10
76695 2015-09-21
10909 2015-10-30
90802 2005-10-10
11481 2014-03-18
12356 2013-04-29
16282 2018-02-27
80560 2007-10-09
83416 2004-12-06
77868 2015-05-06
91050 2007-07-06
12356 2015-10-01
80679 2006-03-06
12356 2018-05-10
92938 2010-11-16
51706 2009-04-28
11481 2018-08-08
13292 2013-11-19
83317 2005-01-03
11415 2008-07-15
92497 2016-07-28
84808 2015-12-14
92183 2014-04-10
12575 2013-01-04
15357 2016-04-25
89607 2005-09-27
11481 2014-11-07
54181 2006-04-25
77798 2011-06-15
13644 2015-01-29
81661 2005-02-08
78963 2016-11-22
93188 2017-11-14
16279 2017-05-24
77279 2011-08-05
90699 2006-07-26
77006 2007-03-15
91380 2004-04-26
58608 2006-10-26
77279 2012-09-24
90323 2011-01-14
14578 2015-05-27
84639 2004-08-02
88423 2007-04-18
17139 2018-06-06
90802 2007-07-11
13316 2013-11-11
82831 2016-08-10
51706 2009-05-19
16268 2018-09-17
17046 2019-05-06
82831 2014-10-27
11481 2019-03-11
83456 2004-01-28
12742 2014-11-04
52919 2008-07-28
12347 2013-01-11
77279 2012-12-06
12402 2011-05-18
37807 2016-05-11
86725 2006-01-06
12356 2016-05-23
91380 2006-01-09
10984 2006-02-28
11481 2010-08-09
82831 2017-01-09
80185 2018-05-24
80679 2008-04-16
10119 2006-04-03
91175 2008-01-14
91401 2007-11-09
85431 2004-03-23
72696 2007-09-24
81661 2006-03-23
92935 2009-11-12
11481 2019-07-16
54245 2005-11-08
14433 2019-06-10
10119 2004-12-07
10909 2013-07-30
89289 2014-03-06
87637 2010-11-23
14292 2015-03-30
12063 2009-11-17
84808 2014-04-21
14695 2017-01-03
90911 2006-04-19
10999 2004-04-13
15357 2016-05-02
85933 2004-02-18
16282 2018-05-30
90901 2006-11-17
84808 2014-10-20
12169 2006-04-04
92216 2008-07-02
16674 2019-03-13
79121 2008-04-08
83162 2005-04-25
80560 2011-03-30
45110 2004-04-29
16279 2018-09-26
83581 2004-08-24
84808 2014-08-27
11481 2018-06-11
12356 2012-09-10
76366 2005-11-07
82535 2004-12-03
14447 2016-06-10
77007 2011-04-04
37807 2009-06-19
27756 2015-11-02
77659 2014-02-26
84036 2007-03-27
84639 2006-10-10
11481 2008-11-19
84075 2005-05-04
77279 2013-10-23
16268 2018-07-09
16657 2018-07-02
91401 2006-10-11
46922 2019-07-17
86567 2004-06-24
84122 2006-11-27
77798 2008-01-17
52919 2008-06-27
12575 2018-03-12
93141 2010-02-25
87254 2004-10-22
15003 2019-02-11
89431 2004-11-05
15176 2018-01-03
81912 2019-02-06
77257 2005-03-16
11481 2016-05-09
92330 2009-07-30
88635 2006-07-17
16073 2016-12-12
92497 2014-06-11
90014 2005-08-30
86786 2008-11-21
84104 2006-04-13
81661 2007-01-18
83161 2007-05-30
88498 2006-01-09
76695 2010-04-20
51706 2009-10-21
92558 2012-10-01
77868 2015-04-27
13292 2016-06-06
27756 2010-12-07
11481 2012-07-06
52919 2008-12-05
62906 2007-02-21
11481 2008-10-27
93038 2010-04-28
80679 2005-11-08
54181 2005-12-07
77433 2004-12-15
11481 2018-04-02
10119 2004-04-22
84036 2007-03-26
87254 2005-05-31
75077 2005-05-03
13250 2013-12-20
11481 2012-06-19
12307 2018-04-17
16278 2017-07-28
77798 2007-07-16
83693 2004-01-02
80560 2015-02-20
12356 2017-09-15
14004 2015-03-11
54181 2007-09-10
79121 2007-04-19
90494 2018-02-28
90616 2005-10-26
77517 2006-05-08
82831 2015-08-26
92330 2011-01-31
46922 2015-02-10
27756 2013-07-29
89289 2014-04-21
76371 2009-10-08
92197 2011-11-03
81661 2006-12-04
13909 2014-08-19
14695 2017-09-22
10163 2006-08-01
84599 2004-03-30
13250 2014-05-30
14695 2017-01-05
75077 2005-04-19
87585 2004-11-04
83456 2005-05-10
84036 2005-05-17
12903 2012-05-22
14426 2019-01-23
91175 2007-12-18
82643 2014-05-16
90861 2007-04-09
91401 2007-04-02
50606 2015-08-10
14167 2015-07-20
83581 2005-01-10
91364 2008-04-17
93038 2010-05-10
12789 2013-09-06
12398 2011-06-24
37807 2009-10-20
58608 2005-08-18
16966 2017-12-27
77163 2006-01-09
78083 2004-07-27
62500 2007-03-02
91401 2007-01-23
91514 2010-11-17
14695 2015-10-26
91954 2014-10-15
84808 2014-02-25
82831 2014-09-08
12398 2011-03-10
12742 2015-02-05
10119 2005-07-20
62500 2007-05-25
88498 2005-12-21
89607 2005-05-25
12169 2006-10-31
14290 2015-04-20
36469 2008-02-07
78818 2007-08-06
15709 2017-12-21
12575 2014-05-15
10078 2009-06-26
75228 2005-02-23
16282 2018-12-13
93323 2012-01-26
12169 2005-10-03
80997 2005-03-11
87507 2007-05-10
80185 2017-08-03
76695 2011-10-10
89607 2005-06-16
88748 2004-11-22
12575 2018-10-17
92216 2009-12-14
81172 2004-03-03
77433 2005-09-21
12169 2004-01-14
10163 2008-03-04
91667 2007-09-12
50606 2014-04-25
50606 2015-09-11
76371 2007-06-29
80121 2005-12-20
89431 2005-05-04
77433 2005-02-16
50606 2014-11-13
78963 2015-03-06
78956 2005-06-29
16755 2017-07-24
10108 2004-09-07
50606 2014-05-07
87637 2010-07-15
14004 2015-08-20
23085 2017-10-31
80185 2017-03-13
79121 2008-10-14
76898 2006-08-14
17894 2018-10-16
52919 2008-11-06
12637 2013-01-09
14004 2014-04-29
70674 2004-04-08
87585 2004-07-21
88635 2013-05-01
89289 2016-05-05
10163 2005-12-27
14426 2017-12-13
12585 2011-04-15
13627 2014-01-02
12575 2013-03-05
82831 2015-11-03
80560 2007-10-11
37807 2013-04-24
90861 2006-01-26
81661 2006-10-11
14695 2017-04-10
12789 2014-02-27
13909 2015-06-01
86725 2005-06-14
77433 2004-04-28
14426 2014-07-11
92216 2008-01-29
83650 2005-04-22
10163 2006-08-22
78963 2014-11-25
82643 2013-04-01
90699 2005-11-22
10163 2008-04-03
12169 2008-07-11
84808 2015-02-17
91022 2006-09-22
87585 2004-06-30
51457 2012-02-09
77006 2006-05-04
80679 2006-10-16
84639 2005-02-02
91954 2014-10-13
10909 2018-05-18
13932 2016-05-27
23085 2017-09-25
12169 2005-08-25
87606 2006-05-23
16073 2016-08-19
93124 2011-05-09
84036 2007-03-13
12742 2016-06-30
79121 2007-01-30
11481 2014-08-08
84549 2005-10-11
89289 2016-09-19
58608 2007-02-05
91954 2014-10-08
92935 2009-12-10
76129 2010-01-25
17859 2018-10-23
80121 2006-04-18
58608 2004-11-10
87637 2008-06-16
88635 2012-05-02
72696 2014-11-03
14292 2014-06-27
16073 2016-06-29
12575 2013-06-19
51706 2011-05-17
33603 2005-01-24
88635 2007-02-07
91370 2010-03-22
62500 2007-05-22
16279 2019-03-27
87089 2005-08-15
76653 2007-11-01
12063 2009-08-19
92317 2008-01-28
11481 2010-11-09
80121 2006-01-27
90014 2006-01-26
11481 2010-01-05
10078 2005-01-31
54181 2006-11-01
16282 2017-07-27
91380 2005-08-02
80185 2016-08-04
76129 2006-07-24
10937 2004-05-19
89306 2004-06-15
88539 2006-06-16
87254 2004-04-29
89431 2010-01-27
92183 2015-02-12
87412 2005-03-22
80560 2007-10-25
84808 2014-10-21
92445 2009-11-02
46922 2015-01-13
16597 2017-12-20
86725 2009-04-28
12742 2014-08-19
52919 2008-08-07
54181 2005-02-10
91380 2004-10-21
12742 2013-09-04
14695 2016-06-01
27756 2013-05-10
91667 2007-12-17
84808 2014-03-24
14423 2019-06-11
88635 2014-04-28
18150 2019-06-11
90861 2006-11-01
23085 2015-01-29
76695 2011-02-10
12063 2007-07-31
82643 2014-02-05
89431 2008-01-30
90802 2007-02-23
78956 2005-09-14
92806 2009-09-29
14695 2014-12-16
11481 2009-01-02
91364 2006-09-29
77042 2004-05-21
14447 2016-04-15
75077 2004-02-09
10119 2006-05-10
77006 2007-05-10
91514 2010-06-30
84599 2006-06-01
81098 2005-07-27
13316 2018-06-01
91364 2007-03-12
89289 2015-02-20
80121 2004-10-21
92424 2010-09-09
10119 2006-02-24
80185 2015-09-21
92183 2015-05-27
14426 2018-04-23
80185 2018-04-17
87254 2005-09-21
92216 2008-01-15
88539 2005-01-25
11481 2011-05-10
13316 2018-07-25
